频道名称,分类,状态,响应时间,URL
CCTV6,央视频道,offline,N/A,http://101.66.198.84:9901/tsfile/live/0006_1.m3u8
CCTV6,央视频道,offline,N/A,http://223.159.9.168:8099/tsfile/live/0006_1.m3u8
CCTV6,央视频道,online,0.43s,http://fm1077.serv00.net/Smart.php?id=cctv6
CCTV6,央视频道,offline,N/A,http://106.39.160.155/live.aishang.ctlcdn.com/00000110240247_1/playlist.m3u8?CONTENTID=00000110240247_1&AUTHINFO=FABqh274XDn8fkurD5614t+1RvYajgx+a3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom+XaXZYzB%2FQfYjeYzGgKhP%2Fdo+Xpr4quVxlkA+ubKvbU1XwJFRgrbX+nTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j+Xtwhj%2FIuXf1hJAU0X+heT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
CCTV6,央视频道,offline,N/A,http://221.216.136.61:4000/rtp/239.3.1.174:8001
CCTV6,央视频道,offline,N/A,http://111.193.237.90:4022/rtp/239.3.1.174:8001
CCTV7,央视频道,online,0.93s,http://61.136.67.238:50085/tsfile/live/0008_1.m3u8
CCTV7,央视频道,online,7.55s,http://220.164.192.48:50085/tsfile/live/0008_1.m3u8
CCTV7,央视频道,offline,N/A,http://123.129.70.178:9901/tsfile/live/0007_1.m3u8
CCTV7,央视频道,offline,N/A,http://124.128.73.58:9901/tsfile/live/0007_1.m3u8
CCTV7,央视频道,online,0.58s,http://61.138.128.226:19901/tsfile/live/0008_1.m3u8
CCTV7,央视频道,offline,8.52s,http://113.57.20.158:9901/tsfile/live/1026_1.m3u8
CCTV7,央视频道,online,0.61s,http://223.241.247.214:9901/tsfile/live/0007_1.m3u8
CCTV7,央视频道,online,0.56s,http://116.128.242.83:9901/tsfile/live/0008_1.m3u8
CCTV7,央视频道,online,1.05s,http://61.157.139.15:9901/tsfile/live/2377_1.m3u8
CCTV7,央视频道,offline,N/A,http://[2409:8087:1:20:20::2a]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226234/1.m3u8?GuardEncType=2&accountinfo=~~V2.0~utDC7HLJc_gC0YdIDr7oig~_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNPOHuulzlCcw92vP3vgYa4n%2CEND
CCTV7,央视频道,offline,N/A,http://nas.suntao.online:35455/itv/1000000001000024341.m3u8?cdn=ystenlive
CCTV7,央视频道,offline,N/A,https://www.freetv.top/migu/673168121.m3u8?migutoken=44446ab398991313e6a822efdaec82f3b845a2e8f141c172aa857c477255724bbb28fc01d33f764c51106c446af1c57e8815b58822075b194f4cf55cde28fe55f54330d4586c92e75e8aa50a48
CCTV7,央视频道,online,0.51s,http://58.57.40.22:9901/tsfile/live/1007_1.m3u8
CCTV7,央视频道,online,0.47s,http://8.138.7.223/tv/cctv7.m3u8
CCTV7,央视频道,online,0.73s,http://110.53.52.63:8888/newlive/live/hls/9/live.m3u8
CCTV7,央视频道,offline,N/A,http://39.135.138.58:18890/PLTV/88888888/224/3221225624/index.m3u8
CCTV7,央视频道,offline,N/A,http://39.135.138.58:18890/PLTV/88888888/224/3221225644/index.m3u8
CCTV7,央视频道,online,0.53s,http://112.123.243.37:50085/tsfile/live/0008_1.m3u8
CCTV7,央视频道,offline,N/A,http://222.241.134.209:8099/tsfile/live/0007_1.m3u8
CCTV7,央视频道,online,0.48s,http://42.48.105.224:9002/tsfile/live/0007_1.m3u8
CCTV7,央视频道,online,0.92s,http://183.223.157.33:9901/tsfile/live/0007_1.m3u8
CCTV7,央视频道,offline,N/A,http://121.19.134.200:808/tsfile/live/0007_1.m3u8
CCTV7,央视频道,offline,N/A,http://dsj.motem.top:8880/gaoma/cctv7.m3u8
CCTV7,央视频道,online,3.58s,http://eu.huohuoaa.tech:1025/Smart.php?id=cctv7
CCTV7,央视频道,offline,N/A,http://nas.suntao.online:35455/gaoma/cctv7.m3u8
CCTV7,央视频道,online,0.24s,http://8.138.7.223/【公众号：榴芒电视】/cctv7.m3u8
CCTV7,央视频道,online,0.55s,http://60.172.130.146:352/tsfile/live/0007_1.m3u8
CCTV7,央视频道,offline,N/A,http://nas.suntao.online:35455/itv/1000000005000265007.m3u8?cdn=ystenlive
CCTV7,央视频道,online,0.93s,http://218.13.14.6:60050/tsfile/live/1007_1.m3u8
CCTV7,央视频道,online,0.84s,https://piccpndali.v.myalicdn.com/audio/cctv7_2.m3u8
CCTV7,央视频道,online,0.85s,http://113.57.111.4:1111/tsfile/live/1006_1.m3u8
CCTV7,央视频道,online,0.54s,http://58.221.214.82:9901/tsfile/live/0007_1.m3u8
CCTV7,央视频道,offline,N/A,http://111.160.17.2:59901/tsfile/live/0001_8.m3u8
CCTV7,央视频道,offline,N/A,http://218.89.240.144:59901/tsfile/live/0007_1.m3u8
CCTV7,央视频道,online,0.47s,http://58.19.43.46:9901/tsfile/live/1026_1.m3u8
CCTV7,央视频道,online,0.56s,http://101.19.84.8:9901/tsfile/live/0007_1.m3u8
CCTV7,央视频道,online,1.01s,http://121.33.239.242:9901/tsfile/live/0007_1.m3u8
CCTV7,央视频道,online,0.60s,http://123.130.84.106:8154/tsfile/live/0007_1.m3u8
CCTV7,央视频道,offline,N/A,https://pixman.mytvsuper.com.mp/Smart.php?id=cctv7
CCTV7,央视频道,online,0.85s,http://171.120.110.203:9003//hls/8/index.m3u8
CCTV7,央视频道,online,1.58s,http://1.196.206.118:808/hls/7/index.m3u8
CCTV7,央视频道,offline,N/A,http://61.146.189.78:8000/udp/239.77.1.159:5146
CCTV7,央视频道,offline,N/A,http://171.105.201.164:4022/udp/239.81.0.116:4056
CCTV7,央视频道,offline,N/A,http://171.105.201.164:4022/udp/239.81.0.19:4056
CCTV7,央视频道,offline,N/A,http://171.213.197.238:9977/udp/239.93.1.67:5140
CCTV7,央视频道,offline,N/A,http://36.105.100.208:35455/gaoma/cctv7.m3u8
CCTV7,央视频道,online,0.42s,https://api.olelive.com/dis/live/CCTV7HD/hls.m3u8
CCTV7,央视频道,offline,N/A,http://47.122.125.40:6666/hls/cctv7hd.m3u8
CCTV7,央视频道,offline,N/A,http://111.29.9.40:6610/000000001000/1000000001000017218/index.m3u8?channel-id=ystenlive&Contentid=1000000001000017218&livemode=1&stbId=3
CCTV7,央视频道,offline,N/A,http://111.29.9.41:6610/000000001000/5000000005000026715/index.m3u8?channel-id=bestzb&Contentid=5000000005000026715&livemode=1&stbId=3
CCTV7,央视频道,offline,N/A,http://111.29.9.47:6610/000000001000/1000000001000024341/index.m3u8?channel-id=ystenlive&Contentid=1000000001000024341&livemode=1&stbId=3
CCTV7,央视频道,offline,N/A,http://39.135.135.28:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225733/index.m3u8
CCTV7,央视频道,offline,N/A,http://39.135.135.28:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV7,央视频道,offline,N/A,http://39.135.135.28:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221225733/index.m3u8
CCTV7,央视频道,offline,N/A,http://39.135.133.157:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225733/index.m3u8
CCTV7,央视频道,offline,N/A,http://39.135.133.177:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV7,央视频道,offline,N/A,http://39.135.133.177:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221225733/index.m3u8
CCTV7,央视频道,offline,N/A,http://39.135.133.167:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV7,央视频道,offline,N/A,http://39.135.133.167:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/1.m3u8
CCTV7,央视频道,offline,N/A,http://39.135.133.167:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225733/index.m3u8
CCTV7,央视频道,offline,N/A,http://39.135.133.177:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225733/index.m3u8
CCTV7,央视频道,offline,N/A,http://39.135.133.177:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/1.m3u8
CCTV7,央视频道,offline,N/A,http://39.135.133.157:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221225733/index.m3u8
CCTV7,央视频道,offline,N/A,http://39.135.133.167:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221225733/index.m3u8
CCTV7,央视频道,offline,N/A,http://39.135.133.157:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV7,央视频道,offline,N/A,http://39.135.133.167:80/TVOD/88888888/224/3221225671/main.m3u8
CCTV7,央视频道,offline,N/A,http://111.48.34.237/PLTV/88888888/224/3221229895/1.m3u8
CCTV7,央视频道,offline,N/A,http://111.48.34.237/PLTV/88888888/224/3221230442/1.m3u8
CCTV7,央视频道,offline,N/A,http://aiony.top:35455/gaoma/cctv7.m3u8
CCTV7,央视频道,offline,N/A,http://129.146.6.71:35455/gaoma/cctv7.m3u8
CCTV7,央视频道,offline,N/A,http://www.douzhicloud.site:35455/gaoma/cctv7.m3u8
CCTV7,央视频道,offline,N/A,http://b.zgjok.com:35455/gaoma/cctv7.m3u8
CCTV7,央视频道,online,0.50s,http://60.223.224.176:8888/newlive/live/hls/9/live.m3u8
CCTV7,央视频道,offline,N/A,http://800686.xyz:35455/gaoma/cctv7.m3u8
CCTV7,央视频道,online,0.74s,http://123.123.74.59:9003//hls/7/index.m3u8
CCTV7,央视频道,offline,N/A,http://123.14.90.93:9003//hls/7/index.m3u8
CCTV7,央视频道,offline,N/A,http://171.117.246.172:9003//hls/8/index.m3u8
CCTV7,央视频道,offline,N/A,http://61.134.255.246:9003//hls/8/index.m3u8
CCTV7,央视频道,offline,N/A,http://183.184.228.183:9003//hls/8/index.m3u8
CCTV7,央视频道,online,0.41s,http://39.170.52.236:808/hls/7/index.m3u8
CCTV7,央视频道,offline,N/A,http://58.243.224.244:9901/tsfile/live/1005_1.m3u8
CCTV7,央视频道,offline,N/A,http://58.243.224.242:9901/tsfile/live/1005_1.m3u8
CCTV7,央视频道,online,1.08s,http://113.140.12.230:8888/newlive/live/hls/8/live.m3u8
CCTV7,央视频道,offline,N/A,http://112.81.218.254:35455/gaoma/cctv7.m3u8
CCTV7,央视频道,online,0.53s,http://219.135.180.210:18888/hls/7/index.m3u8
CCTV7,央视频道,online,0.56s,http://110.7.130.241:9901/tsfile/live/0007_1.m3u8
CCTV7,央视频道,offline,9.33s,http://110.80.17.38:9901/tsfile/live/0007_1.m3u8
CCTV7,央视频道,offline,N/A,http://101.66.199.6:9901/tsfile/live/0007_1.m3u8
CCTV7,央视频道,online,0.61s,http://182.91.124.224:9901/tsfile/live/1043_1.m3u8
CCTV7,央视频道,online,0.55s,http://58.210.168.86:10800/newlive/live/hls/7/live.m3u8
CCTV7,央视频道,offline,N/A,https://www.freetv.top/migu/673168121.m3u8?migutoken=11284a6f3b3b2fa213fe083e46e96de1056fd7727d3d02e2cb4c2eb6c9994c51a6d20f333eba2d4739cee8fe8d82b5a8ed95fbfa87d5df4d792df3f436e23df7ce80f601e526e1e967f1479a14
CCTV7,央视频道,offline,N/A,https://www.freetv.top/migu/673168121.m3u8?migutoken=3253222269368c440aa1d23dba86c186a7b73abdea3890faf72e3d720844f8f1d3adc2b18ed047dbb3eff1a6c5d9379fad37d1f8a380d0e7c69e9ad6eb41709cf92077125fc0bded4cfd47808b
CCTV7,央视频道,offline,N/A,https://www.freetv.top/migu/673168121.m3u8?migutoken=a878b713604abd82c57cce75de174e0284d3f101e21d0c3e362670e4b5a5e75d9b42846e5e0adf92c1ad15c63d60934f3e68c25f787bc0665d12acde75a6db4761278e79b762292ed5b5a2fae3
CCTV7,央视频道,offline,10.90s,http://111.14.181.15:9901/tsfile/live/0007_1.m3u8
CCTV7,央视频道,offline,N/A,https://www.freetv.top/migu/673168121.m3u8?migutoken=574d7f499abe28260750cc94be57fac402b5f84b72ecb907cf459ce8d58381c92f1a7208e1b83a752dcb0500c1839caea4e4747510bac25b9090fa959b172ce5389a900b4612dde9e9d594cf2e
CCTV7,央视频道,offline,N/A,https://www.freetv.top/migu/673168121.m3u8?migutoken=e78f83938702d1bbe1b942fbec9a4863f5e3233d946d4cb9d5650315c000e4b18fbeeecf6ea2debe700775517292edb56b8b5d596b464d112fbf4dc3fab926b0f9ec01cf52b7a4a97b4be82ad4
CCTV7,央视频道,online,1.60s,http://119.36.148.115:59901/tsfile/live/0007_1.m3u8
CCTV7,央视频道,offline,N/A,https://www.freetv.top/migu/673168121.m3u8?migutoken=77f3d07c8c715fc3df72eeb3151a68e9169b4e17d5d0be3ff0eccb5d0a34a91fe58a22d4bdfa529c8c752579855b46458434107509993fa5f5abc00210d466c2a969d6bd3f9f0c6f6b0deca814
CCTV7,央视频道,offline,N/A,http://124.116.183.146:9901/tsfile/live/0007_1.m3u8
CCTV7,央视频道,online,0.78s,http://118.122.189.74:9901/tsfile/live/0007_1.m3u8
CCTV7,央视频道,offline,N/A,http://123.132.233.194:352/tsfile/live/0007_1.m3u8
CCTV7,央视频道,offline,N/A,https://www.freetv.top/migu/673168121.m3u8?migutoken=39f299ba0d4c0dd00c89550497da4b7b2de0752f52a9831160904f0fa48d0e4f14936c2d2e794d39ef3d9fec119c22460c845abc4c1f894d73f27e21754ec4a1aec51a4285c036e5a6febf8b71
CCTV7,央视频道,online,2.17s,https://ldocctvwbcdtxy.liveplay.myqcloud.com/ldocctvwbcd/cdrmldcctv7_1_td.m3u8
CCTV7,央视频道,offline,N/A,https://www.freetv.top/migu/673168121.m3u8?migutoken=5efea15b5115b2be0e9c11527601ab541c646da6310420ce788fafd0cbc53baa18194290df19e900a089f43300a784605577054b709659403fb3de1eaa69137ce76e0233b0f007ee744300c50d
CCTV7,央视频道,offline,N/A,https://www.freetv.top/migu/673168121.m3u8?migutoken=5dc42b85b8e382a48bee714d95d95141513753c23aa55f932693ce1eb52e32c8782badd9bcf5db1b0cc68c6bf1d2cae4e93e86e4698cef598cecd907ecd71f4ca95eda3e82c5c85395b4c4123a
CCTV7,央视频道,offline,N/A,https://www.freetv.top/migu/673168121.m3u8?migutoken=97a46285e2ac80354b4cda7972c410ce7c4ea2d42ac569d87ec2072905e3f1274f652ad22225021e86a0449f109ca248ae7e401e49373b725d4190ff653b660e58abedd89065cf4c052ea97e81
CCTV7,央视频道,online,0.53s,http://183.66.15.146:60901/tsfile/live/0007_1.m3u8
CCTV7,央视频道,offline,N/A,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227180/index.m3u8
CCTV7,央视频道,offline,N/A,http://101.66.198.2:9901/tsfile/live/0007_1.m3u8
CCTV7,央视频道,offline,N/A,http://101.66.198.83:9901/tsfile/live/0007_1.m3u8
CCTV7,央视频道,offline,N/A,http://101.66.198.175:9901/tsfile/live/0007_1.m3u8
CCTV7,央视频道,offline,N/A,http://101.66.198.247:9901/tsfile/live/0007_1.m3u8
CCTV7,央视频道,offline,N/A,http://www.zzlag.top:9087/tsfile/live/1016_1.m3u8
CCTV7,央视频道,offline,N/A,http://223.159.8.12:8099/tsfile/live/0007_1.m3u8
CCTV7,央视频道,offline,N/A,http://119.62.36.174:9901/tsfile/live/0007_1.m3u8
CCTV7,央视频道,offline,N/A,http://123.163.55.234:9901/tsfile/live/0007_1.m3u8
CCTV7,央视频道,offline,N/A,http://101.66.198.211:9901/tsfile/live/0007_1.m3u8
CCTV7,央视频道,online,0.53s,http://121.11.160.7:9901/tsfile/live/0007_1.m3u8
CCTV7,央视频道,offline,1.68s,http://182.150.23.74:808/hls/7/index.m3u8
CCTV7,央视频道,offline,N/A,http://zteres.sn.chinamobile.com:6060/000000001000/6000000001000009055/1.m3u8?channel-id=wasusyt&Contentid=6000000001000009055&livemode=1&stbId=3
CCTV7,央视频道,offline,N/A,http://zteres.sn.chinamobile.com:6060/000000001000/5000000011000031104/1.m3u8?channel-id=bestzb&Contentid=5000000011000031104&livemode=1&stbId=3
CCTV7,央视频道,offline,N/A,http://zteres.sn.chinamobile.com:6060/000000001000/1000000005000265007/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265007&livemode=1&stbId=3
CCTV7,央视频道,offline,N/A,http://zteres.sn.chinamobile.com:6060/000000001000/1000000001000017218/1.m3u8?channel-id=ystenlive&Contentid=1000000001000017218&livemode=1&stbId=3
CCTV7,央视频道,offline,N/A,http://zteres.sn.chinamobile.com:6060/000000001000/5000000005000026715/1.m3u8?channel-id=bestzb&Contentid=5000000005000026715&livemode=1&stbId=3
CCTV7,央视频道,offline,N/A,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000380/index.m3u8
CCTV7,央视频道,offline,N/A,http://tvh.990066.xyz/stream/channelid/2071561975?profile=pass
CCTV7,央视频道,offline,N/A,http://106.46.113.234:8888/hls/7/index.m3u8
CCTV7,央视频道,offline,N/A,http://[2409:8087:7008:20::2]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226192/1.m3u8
CCTV7,央视频道,offline,N/A,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226192/index.m3u8
CCTV7,央视频道,offline,N/A,http://39.134.65.208/PLTV/88888888/224/3221225671/main.m3u8
CCTV7,央视频道,offline,N/A,http://39.134.66.66/PLTV/88888888/224/3221225671/main.m3u8
CCTV7,央视频道,offline,N/A,http://125.42.150.114:9901/tsfile/live/1007_1.m3u8
CCTV7,央视频道,online,0.90s,http://39.164.174.139:5000/nl.m3u8?id=CCTV-7HD
CCTV7,央视频道,offline,N/A,http://183.162.119.200:9901/tsfile/live/0007_1.m3u8
CCTV7,央视频道,online,0.55s,http://219.145.59.166:8888/tsfile/live/1017_1.m3u8
CCTV7,央视频道,online,0.72s,http://60.209.125.254:352/tsfile/live/0007_1.m3u8?ace=
CCTV7,央视频道,offline,N/A,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226946/1.m3u8?GuardEncType=2&accountinfo=~~V2.0~2bEV_zkW1hRnWmsZq6rlbw~tP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
CCTV7,央视频道,offline,N/A,http://[2409:8087:8:21::16]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226467/1.m3u8?GuardEncType=2&accountinfo=~~V2.0~cnoJZd_sZxCC6bZYZh4R6g~tP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
CCTV7,央视频道,offline,N/A,http://[2409:8087:8:21::16]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226234/1.m3u8?GuardEncType=2&accountinfo=~~V2.0~cnoJZd_sZxCC6bZYZh4R6g~tP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
CCTV7,央视频道,offline,N/A,http://[2409:8087:8:20::1c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226946/1.m3u8?GuardEncType=2&accountinfo=~~V2.0~2bEV_zkW1hRnWmsZq6rlbw~tP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
CCTV7,央视频道,online,0.45s,http://39.164.180.36:19901/tsfile/live/0007_1.m3u8
CCTV7,央视频道,offline,N/A,http://101.66.198.191:9901/tsfile/live/0007_1.m3u8
CCTV7,央视频道,online,0.54s,http://110.53.218.182:9902/tsfile/live/0007_1.m3u8
CCTV7,央视频道,offline,N/A,http://119.39.9.8:9901/tsfile/live/0007_1.m3u8
CCTV7,央视频道,online,0.53s,http://58.19.252.68:1111/tsfile/live/1006_1.m3u8
CCTV7,央视频道,offline,N/A,http://101.66.195.109:9901/tsfile/live/0007_1.m3u8
CCTV7,央视频道,online,1.58s,http://111.227.196.164:9901/tsfile/live/0007_1.m3u8
CCTV7,央视频道,offline,N/A,http://113.64.94.175:9901/tsfile/live/1029_1.m3u8
CCTV7,央视频道,offline,N/A,http://106.46.113.171:9901/tsfile/live/0007_1.m3u8
CCTV7,央视频道,online,0.70s,http://114.104.171.233:20080/hls/8/index.m3u8
CCTV7,央视频道,offline,N/A,http://101.66.199.121:9901/tsfile/live/0007_1.m3u8
CCTV7,央视频道,offline,N/A,http://101.66.198.132:9901/tsfile/live/0007_1.m3u8
CCTV7,央视频道,offline,N/A,http://101.66.199.59:9901/tsfile/live/0007_1.m3u8
CCTV7,央视频道,offline,N/A,http://cc2025-ynbit.ifengli.com:2000/live/cctv-7hd/1.m3u8?wsSecret=812b4fc3d220c7f61f1ffceea941b5cb&wsABSTime=67bfb350&us=9369b7b3d27936006480582ca7dc1518
CCTV7,央视频道,offline,N/A,http://cc2025-ynbit.ifengli.com:2000/live/cctv-7hd/2500/2500.m3u8?innersid=12880712289665066959&wsSecret=812b4fc3d220c7f61f1ffceea941b5cb&wsABSTime=67bfb350&us=9369b7b3d27936006480582ca7dc1518
CCTV7,央视频道,offline,N/A,http://116.149.224.120:9901/tsfile/live/1006_1.m3u8
CCTV7,央视频道,offline,N/A,http://116.149.224.54:9901/tsfile/live/1006_1.m3u8
CCTV7,央视频道,offline,N/A,http://itv.nctv.top:35455/gaoma/cctv7.m3u8
CCTV7,央视频道,offline,N/A,http://101.66.198.187:9901/tsfile/live/0007_1.m3u8
CCTV7,央视频道,offline,N/A,http://101.66.199.171:9901/tsfile/live/0007_1.m3u8
CCTV7,央视频道,offline,N/A,https://live.v1.mk/api/bestv.php?id=cctv7hd8m%2F8000000
CCTV7,央视频道,offline,N/A,http://101.66.199.239:9901/tsfile/live/0007_1.m3u8
CCTV7,央视频道,offline,N/A,http://cssbyd.imwork.net:8082/hls/8/index.m3u8
CCTV7,央视频道,offline,N/A,http://101.66.198.84:9901/tsfile/live/0007_1.m3u8
CCTV7,央视频道,offline,N/A,http://223.159.9.168:8099/tsfile/live/0007_1.m3u8
CCTV7,央视频道,online,0.48s,http://fm1077.serv00.net/Smart.php?id=cctv7
CCTV7,央视频道,offline,N/A,http://106.39.160.155/live.aishang.ctlcdn.com/00000110240248_1/playlist.m3u8?CONTENTID=00000110240248_1&AUTHINFO=FABqh274XDn8fkurD5614t+1RvYajgx+a3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom+XaXZYzB%2FQfYjeYzGgKhP%2Fdo+Xpr4quVxlkA+ubKvbU1XwJFRgrbX+nTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j+Xtwhj%2FIuXf1hJAU0X+heT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
CCTV7,央视频道,offline,N/A,http://221.216.136.61:4000/rtp/239.3.1.61:8104
CCTV7,央视频道,offline,N/A,http://111.193.237.90:4022/rtp/239.3.1.61:8104
CCTV8,央视频道,offline,3.06s,http://113.57.20.158:9901/tsfile/live/1027_1.m3u8
CCTV8,央视频道,offline,N/A,http://124.128.73.58:9901/tsfile/live/0008_1.m3u8
CCTV8,央视频道,online,0.70s,http://111.9.163.109:9901/tsfile/live/0008_1.m3u8
CCTV8,央视频道,offline,N/A,http://123.129.70.178:9901/tsfile/live/0008_1.m3u8
CCTV8,央视频道,online,0.61s,http://223.241.247.214:9901/tsfile/live/0008_1.m3u8
CCTV8,央视频道,online,1.03s,http://61.157.139.15:9901/tsfile/live/2378_1.m3u8
CCTV8,央视频道,online,0.54s,http://61.136.172.236:9901/tsfile/live/0008_1.m3u8
CCTV8,央视频道,offline,N/A,http://220.164.192.48:50085/tsfile/live/0009_1.m3u8
CCTV8,央视频道,online,1.27s,http://61.136.67.238:50085/tsfile/live/0009_1.m3u8
CCTV8,央视频道,online,0.56s,http://116.128.242.83:9901/tsfile/live/0009_1.m3u8
CCTV8,央视频道,online,0.48s,http://218.3.138.25:1111/tsfile/live/1007_1.m3u8
CCTV8,央视频道,online,0.52s,http://58.220.219.14:9901/tsfile/live/0008_1.m3u8
CCTV8,央视频道,online,0.58s,http://61.138.128.226:19901/tsfile/live/0009_1.m3u8
CCTV8,央视频道,offline,N/A,http://[2409:8087:1:20:20::29]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226451/1.m3u8?GuardEncType=2&accountinfo=~~V2.0~O_1NY-UghfdG_S28Bf_FPw~_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNO1anuaDcpMt0_BMig72trX%2CEND
CCTV8,央视频道,offline,N/A,https://www.freetv.top/migu/624878356.m3u8?migutoken=170b73b07e0cf0d307afea3545da5b9609d7c15461a2f4ac0f43634101df9baf391a446b91e5f84446b6a3b0934bb4730e2f3c4a32a565f904f22c8ff745a094d45dfd49c54f31b0b78156a080
CCTV8,央视频道,offline,N/A,http://nas.suntao.online:35455/itv/1000000005000265008.m3u8?cdn=ystenlive
CCTV8,央视频道,online,0.51s,http://58.57.40.22:9901/tsfile/live/1008_1.m3u8
CCTV8,央视频道,online,0.85s,http://171.120.110.203:9003//hls/9/index.m3u8
CCTV8,央视频道,offline,N/A,http://39.135.138.58:18890/PLTV/88888888/224/3221225635/index.m3u8
CCTV8,央视频道,online,0.53s,http://112.123.243.37:50085/tsfile/live/0009_1.m3u8
CCTV8,央视频道,offline,N/A,http://222.241.134.209:8099/tsfile/live/0008_1.m3u8
CCTV8,央视频道,online,0.48s,http://42.48.105.224:9002/tsfile/live/0008_1.m3u8
CCTV8,央视频道,online,0.54s,http://183.215.134.239:19901/tsfile/live/0008_1.m3u8
CCTV8,央视频道,online,0.90s,http://183.223.157.33:9901/tsfile/live/0008_1.m3u8
CCTV8,央视频道,offline,N/A,http://121.19.134.200:808/tsfile/live/0008_1.m3u8
CCTV8,央视频道,offline,N/A,http://dsj.motem.top:8880/gaoma/cctv8.m3u8
CCTV8,央视频道,online,4.16s,http://eu.huohuoaa.tech:1025/Smart.php?id=cctv8hd
CCTV8,央视频道,offline,N/A,http://nas.suntao.online:35455/gaoma/cctv8.m3u8
CCTV8,央视频道,online,0.41s,http://223.105.252.57/PLTV/3/224/3221228165/index.m3u8?servicetype=1
CCTV8,央视频道,online,0.55s,http://60.172.130.146:352/tsfile/live/0008_1.m3u8
CCTV8,央视频道,online,0.73s,http://110.53.52.63:8888/newlive/live/hls/10/live.m3u8
CCTV8,央视频道,offline,N/A,http://nas.suntao.online:35455/itv/6000000001000001070.m3u8?cdn=wasusyt
CCTV8,央视频道,offline,7.74s,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=baf0cf&tk=822270345d4c
CCTV8,央视频道,offline,N/A,http://218.13.14.6:60050/tsfile/live/1008_1.m3u8
CCTV8,央视频道,online,0.49s,http://125.42.148.144:9901/tsfile/live/1008_1.m3u8
CCTV8,央视频道,online,0.86s,https://piccpndali.v.myalicdn.com/audio/cctv8_2.m3u8
CCTV8,央视频道,online,0.85s,http://113.57.111.4:1111/tsfile/live/1007_1.m3u8
CCTV8,央视频道,online,0.48s,http://58.19.43.46:9901/tsfile/live/1027_1.m3u8
CCTV8,央视频道,online,0.57s,http://101.19.84.8:9901/tsfile/live/0008_1.m3u8
CCTV8,央视频道,online,0.61s,http://123.130.84.106:8154/tsfile/live/0008_1.m3u8
