频道名称,分类,状态,响应时间,URL
CCTV10,央视频道,online,0.41s,https://api.olelive.com/dis/live/CCTV10HD/hls.m3u8
CCTV10,央视频道,online,0.50s,http://183.223.157.123:85/tsfile/live/0010_1.m3u8?key=txiptv
CCTV10,央视频道,online,0.42s,http://39.170.52.236:808/hls/10/index.m3u8
CCTV10,央视频道,offline,N/A,http://58.243.224.244:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV10,央视频道,online,0.28s,http://123.129.70.178:9901/tsfile/live/0010_1.m3u8
CCTV10,央视频道,online,0.57s,http://121.19.134.222:808/tsfile/live/0010_1.m3u8
CCTV10,央视频道,online,0.48s,http://219.135.180.210:18888/hls/10/index.m3u8
CCTV10,央视频道,online,1.16s,http://113.140.12.230:8888/newlive/live/hls/11/live.m3u8
CCTV10,央视频道,online,0.50s,http://60.223.224.176:8888/newlive/live/hls/12/live.m3u8
CCTV10,央视频道,online,0.50s,http://120.197.43.179:9901/tsfile/live/0011_1.m3u8
CCTV10,央视频道,online,1.01s,http://182.91.124.224:9901/tsfile/live/1046_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV10,央视频道,online,0.32s,http://113.57.20.158:9901/tsfile/live/1029_1.m3u8
CCTV10,央视频道,online,0.32s,http://123.130.84.106:8154/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,央视频道,online,0.58s,http://124.116.183.146:9901/tsfile/live/0010_1.m3u8
CCTV10,央视频道,online,0.20s,http://58.220.219.14:9901/tsfile/live/0010_1.m3u8
CCTV10,央视频道,online,0.44s,http://58.210.168.86:10800/newlive/live/hls/9/live.m3u8
CCTV10,央视频道,online,0.44s,http://58.221.214.82:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,央视频道,online,0.40s,http://58.221.214.82:9901/tsfile/live/0010_1.m3u8
CCTV10,央视频道,online,0.49s,http://183.66.15.146:60901/tsfile/live/0010_1.m3u8?key=txiptv
CCTV10,央视频道,online,0.36s,http://111.14.181.15:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,央视频道,online,0.99s,http://218.29.168.146:352/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,央视频道,online,0.49s,http://183.66.15.146:60901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,央视频道,online,0.49s,http://123.132.233.194:352/tsfile/live/0010_1.m3u8
CCTV10,央视频道,online,1.45s,http://home.kuaidi521.com:35455/gaoma/cctv10.m3u8
CCTV10,央视频道,offline,N/A,http://112.81.218.254:35455/gaoma/cctv10.m3u8
CCTV10,央视频道,online,0.35s,http://116.128.242.83:9901/tsfile/live/0011_1.m3u8
CCTV10,央视频道,offline,N/A,http://[2409:8087:7008:20::2]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226189/1.m3u8
CCTV10,央视频道,offline,N/A,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8
CCTV10,央视频道,offline,N/A,http://39.134.65.208/PLTV/88888888/224/3221225677/main.m3u8
CCTV10,央视频道,offline,N/A,http://39.134.66.66/PLTV/88888888/224/3221225677/main.m3u8
CCTV10,央视频道,offline,N/A,http://125.42.150.114:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,央视频道,online,0.52s,http://119.163.57.235:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,央视频道,offline,N/A,http://39.164.174.139:5000/nl.m3u8?id=CCTV-10HD
CCTV10,央视频道,online,0.43s,http://183.162.119.200:9901/tsfile/live/1008_1.m3u8
CCTV10,央视频道,online,0.47s,http://219.145.59.166:8888/tsfile/live/1020_1.m3u8
CCTV10,央视频道,online,0.64s,http://60.209.125.254:352/tsfile/live/0010_1.m3u8?ace
CCTV10,央视频道,offline,N/A,http://42.225.117.174:11199/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,央视频道,online,0.49s,http://220.164.192.48:50085/tsfile/live/0011_1.m3u8
CCTV10,央视频道,online,0.52s,http://124.128.73.58:9901/tsfile/live/0010_1.m3u8?key=txiptv
CCTV10,央视频道,online,0.57s,http://110.80.17.38:9901/tsfile/live/0010_1.m3u8?key=txiptv
CCTV10,央视频道,online,0.53s,http://111.160.17.2:59901/tsfile/live/0001_11.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,央视频道,online,0.26s,http://124.128.73.58:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,央视频道,online,0.46s,http://39.164.180.36:19901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV10,央视频道,offline,N/A,http://121.11.160.7:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,央视频道,online,0.59s,http://61.157.139.15:9901/tsfile/live/2380_1.m3u8
CCTV10,央视频道,online,0.26s,http://124.128.73.58:9901/tsfile/live/0010_1.m3u8
CCTV10,央视频道,online,0.97s,http://183.223.157.33:9901/tsfile/live/0010_1.m3u8?key=txiptv
CCTV10,央视频道,online,1.05s,http://110.53.218.182:9902/tsfile/live/0010_1.m3u8
CCTV10,央视频道,offline,2.25s,http://113.25.252.226:9901/tsfile/live/0010_1.m3u8
CCTV10,央视频道,online,0.76s,http://114.104.171.233:20080/hls/11/index.m3u8
CCTV10,央视频道,online,0.46s,http://180.213.174.225:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,央视频道,online,1.11s,http://cssbyd.imwork.net:8082/hls/11/index.m3u8
CCTV10,央视频道,offline,N/A,http://114.254.89.67:4022/rtp/239.3.1.63:8116
CCTV10,央视频道,offline,N/A,http://111.192.226.144:4022/rtp/239.3.1.63:8116
CCTV10,央视频道,offline,N/A,http://123.121.165.113:8686/rtp/239.3.1.63:8116
CCTV11,央视频道,online,0.33s,http://116.128.242.83:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,央视频道,online,0.55s,http://61.136.172.236:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,央视频道,online,1.67s,http://113.57.20.158:9901/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,央视频道,online,0.57s,http://123.129.70.178:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,央视频道,online,0.29s,http://61.157.139.15:9901/tsfile/live/2381_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,央视频道,online,0.45s,http://223.241.247.214:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,央视频道,online,0.54s,http://61.138.128.226:19901/tsfile/live/0011_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,央视频道,online,0.56s,http://36.105.100.208:35455/gaoma/cctv11.m3u8
CCTV11,央视频道,online,0.48s,http://112.123.243.37:50085/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV11,央视频道,online,0.52s,http://42.48.105.224:9002/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,央视频道,online,0.49s,http://183.223.157.33:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,央视频道,online,0.56s,http://121.19.134.200:808/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,央视频道,offline,N/A,http://dsj.motem.top:8880/gaoma/cctv11.m3u8
CCTV11,央视频道,offline,N/A,http://eu.huohuoaa.tech:1025/Smart.php?id=cctv11
CCTV11,央视频道,online,0.89s,http://nas.suntao.online:35455/gaoma/cctv11.m3u8
CCTV11,央视频道,online,0.48s,http://60.172.130.146:352/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,央视频道,online,0.73s,http://110.53.52.63:8888/newlive/live/hls/13/live.m3u8
CCTV11,央视频道,online,0.98s,http://183.11.239.36:808/hls/29/index.m3u8
CCTV11,央视频道,offline,N/A,http://nas.suntao.online:35455/itv/1000000005000265011.m3u8?cdn=ystenlive
CCTV11,央视频道,online,1.76s,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=a41bc1&tk=822270345d4c
CCTV11,央视频道,online,0.62s,http://218.13.14.6:60050/tsfile/live/1011_1.m3u8
CCTV11,央视频道,online,0.85s,http://183.184.228.183:9003//hls/12/index.m3u8
CCTV11,央视频道,online,0.54s,http://113.195.7.56:9901/tsfile/live/0011_2.m3u8?key=txiptv&playlive=0&authid=0
CCTV11,央视频道,online,0.85s,http://61.134.255.246:9003//hls/12/index.m3u8
CCTV11,央视频道,offline,N/A,https://piccpndali.v.myalicdn.com/audio/cctv11_2.m3u8
CCTV11,央视频道,online,0.86s,http://113.57.111.4:1111/tsfile/live/1010_1.m3u8
CCTV11,央视频道,online,0.45s,http://58.221.214.82:9901/tsfile/live/0011_1.m3u8
CCTV11,央视频道,online,0.56s,http://101.19.84.8:9901/tsfile/live/0011_1.m3u8
CCTV11,央视频道,online,0.24s,http://223.241.247.214:9901/tsfile/live/0011_1.m3u8
CCTV11,央视频道,online,0.30s,http://61.136.172.236:9901/tsfile/live/0011_1.m3u8
CCTV11,央视频道,online,0.52s,http://58.19.43.46:9901/tsfile/live/1030_1.m3u8
CCTV11,央视频道,online,0.51s,http://118.122.189.74:9901/tsfile/live/0011_1.m3u8
CCTV11,央视频道,online,0.27s,http://61.138.128.226:19901/tsfile/live/0011_2.m3u8
CCTV11,央视频道,online,1.22s,http://218.89.240.144:59901/tsfile/live/0011_1.m3u8
CCTV11,央视频道,online,0.49s,http://39.164.160.249:9901/tsfile/live/0011_1.m3u8
CCTV11,央视频道,online,0.29s,http://222.169.85.8:9901/tsfile/live/0011_1.m3u8
CCTV11,央视频道,online,0.51s,http://58.57.40.22:9901/tsfile/live/1011_1.m3u8
CCTV11,央视频道,offline,N/A,https://pixman.mytvsuper.com.mp/Smart.php?id=cctv11
CCTV11,央视频道,offline,N/A,http://800686.xyz:35455/gaoma/cctv11.m3u8
CCTV11,央视频道,offline,N/A,http://123.14.90.93:9003//hls/11/index.m3u8
CCTV11,央视频道,offline,N/A,http://139.209.169.41:9003//hls/13/index.m3u8
CCTV11,央视频道,online,0.85s,http://171.117.246.172:9003//hls/12/index.m3u8
CCTV11,央视频道,online,0.27s,http://23.106.158.19:35455/gaoma/cctv11.m3u8
CCTV11,央视频道,offline,N/A,http://113.100.173.17:8888/udp/239.77.1.238:5146
CCTV11,央视频道,offline,N/A,http://171.213.197.238:9977/udp/239.93.0.102:5140
CCTV11,央视频道,online,1.22s,http://huashetou.fun:35455/gaoma/cctv11.m3u8
CCTV11,央视频道,online,1.12s,http://home.kuaidi521.com:35455/gaoma/cctv11.m3u8
CCTV11,央视频道,online,0.67s,https://api.olelive.com/dis/live/CCTV11HD/hls.m3u8
CCTV11,央视频道,online,0.43s,http://39.170.52.236:808/hls/11/index.m3u8
CCTV11,央视频道,online,0.28s,http://123.129.70.178:9901/tsfile/live/0011_1.m3u8
CCTV11,央视频道,offline,N/A,http://58.243.224.244:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV11,央视频道,online,0.51s,http://218.29.168.146:352/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,央视频道,offline,1.52s,http://219.135.180.210:18888/hls/11/index.m3u8
CCTV11,央视频道,online,0.56s,http://60.223.224.176:8888/newlive/live/hls/13/live.m3u8
CCTV11,央视频道,online,0.24s,http://218.89.240.144:59901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,央视频道,online,0.62s,http://123.130.84.106:8154/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,央视频道,online,0.59s,http://123.130.84.106:8154/tsfile/live/0011_1.m3u8
CCTV11,央视频道,online,2.92s,http://182.91.124.224:9901/tsfile/live/1047_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV11,央视频道,offline,1.39s,http://111.61.236.247:9081/hls/11/index.m3u8
CCTV11,央视频道,offline,N/A,http://112.81.218.254:35455/gaoma/cctv11.m3u8
CCTV11,央视频道,online,0.62s,http://111.14.181.15:9901/tsfile/live/0011_1.m3u8
CCTV11,央视频道,online,0.64s,http://111.14.181.15:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,央视频道,online,1.25s,http://xiaoya.crccxw.top:35455/gaoma/cctv11.m3u8
CCTV11,央视频道,online,0.44s,http://58.210.168.86:10800/newlive/live/hls/10/live.m3u8
CCTV11,央视频道,online,0.23s,http://58.221.214.82:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,央视频道,online,0.49s,http://183.66.15.146:60901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,央视频道,online,1.08s,http://113.140.12.230:8888/newlive/live/hls/12/live.m3u8
CCTV11,央视频道,online,0.53s,http://124.128.73.58:9901/tsfile/live/0011_1.m3u8
CCTV11,央视频道,online,0.98s,http://121.33.239.242:9901/tsfile/live/0011_1.m3u8
CCTV11,央视频道,offline,N/A,http://[2409:8087:7008:20::2]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226240/1.m3u8
CCTV11,央视频道,offline,N/A,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226240/index.m3u8
CCTV11,央视频道,offline,N/A,http://39.134.65.208/PLTV/88888888/224/3221225517/main.m3u8
CCTV11,央视频道,offline,N/A,http://39.134.66.66/PLTV/88888888/224/3221226123/main.m3u8
CCTV11,央视频道,offline,N/A,http://125.42.150.114:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,央视频道,online,0.52s,http://119.163.57.235:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,央视频道,offline,N/A,http://39.164.174.139:5000/nl.m3u8?id=CCTV-11
CCTV11,央视频道,online,0.49s,http://183.162.119.200:9901/tsfile/live/0011_1.m3u8
CCTV11,央视频道,online,0.48s,http://219.145.59.166:8888/tsfile/live/1021_1.m3u8
CCTV11,央视频道,online,0.73s,http://60.209.125.254:352/tsfile/live/0011_1.m3u8?ace
CCTV11,央视频道,online,0.50s,http://113.195.13.154:9901/tsfile/live/0011_2.m3u8?key=txiptv&playlive=0&authid=0
CCTV11,央视频道,online,0.67s,http://121.33.239.242:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,央视频道,online,0.27s,http://124.128.73.58:9901/tsfile/live/0011_1.m3u8?key=txiptv
CCTV11,央视频道,online,0.44s,http://180.213.174.225:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,央视频道,online,0.27s,http://124.128.73.58:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,央视频道,online,0.45s,http://39.164.180.36:19901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV11,央视频道,online,0.24s,http://183.66.15.146:60901/tsfile/live/0011_1.m3u8?key=txiptv
CCTV11,央视频道,online,0.68s,http://123.132.233.194:352/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,央视频道,online,0.61s,http://116.128.242.83:9901/tsfile/live/0012_1.m3u8
CCTV11,央视频道,online,0.25s,http://118.122.189.74:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,央视频道,online,0.97s,http://183.223.157.33:9901/tsfile/live/0011_1.m3u8?key=txiptv
CCTV11,央视频道,online,0.49s,http://110.53.218.182:9902/tsfile/live/0011_1.m3u8
CCTV11,央视频道,online,0.69s,http://114.104.171.233:20080/hls/49/index.m3u8
CCTV11,央视频道,offline,N/A,http://itv.nctv.top:35455/gaoma/cctv11.m3u8
CCTV11,央视频道,online,1.03s,http://cssbyd.imwork.net:8082/hls/12/index.m3u8
CCTV11,央视频道,offline,N/A,http://114.254.89.67:4022/rtp/239.3.1.152:8120
CCTV11,央视频道,offline,N/A,http://111.192.226.144:4022/rtp/239.3.1.152:8120
CCTV11,央视频道,offline,N/A,http://123.121.165.113:8686/rtp/239.3.1.152:8120
CCTV12,央视频道,online,0.49s,http://58.220.219.14:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,央视频道,online,0.49s,http://220.164.192.48:50085/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV12,央视频道,online,0.53s,http://61.157.139.15:9901/tsfile/live/2382_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,央视频道,online,0.33s,http://116.128.242.83:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,央视频道,online,0.59s,http://61.138.128.226:19901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,央视频道,online,0.55s,http://123.129.70.178:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,央视频道,online,0.62s,http://61.136.67.238:50085/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,央视频道,online,0.68s,http://113.57.20.158:9901/tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,央视频道,online,0.57s,http://223.241.247.214:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,央视频道,online,0.69s,http://61.136.172.236:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,央视频道,online,0.49s,http://112.123.243.37:50085/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV12,央视频道,online,0.51s,http://42.48.105.224:9002/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,央视频道,online,0.41s,http://183.223.157.33:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,央视频道,online,0.56s,http://121.19.134.200:808/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,央视频道,offline,N/A,http://dsj.motem.top:8880/gaoma/cctv12.m3u8
CCTV12,央视频道,offline,N/A,http://eu.huohuoaa.tech:1025/Smart.php?id=cctv12
CCTV12,央视频道,online,0.76s,http://nas.suntao.online:35455/gaoma/cctv12.m3u8
CCTV12,央视频道,online,0.55s,http://ms.fxim.net:808/hls/12/index.m3u8
CCTV12,央视频道,online,0.43s,http://60.172.130.146:352/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,央视频道,online,0.68s,http://110.53.52.63:8888/newlive/live/hls/14/live.m3u8
CCTV12,央视频道,online,0.51s,http://111.160.17.2:59901/tsfile/live/0001_13.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,央视频道,online,0.44s,http://183.11.239.36:808/hls/30/index.m3u8
CCTV12,央视频道,offline,N/A,http://nas.suntao.online:35455/itv/1000000001000032494.m3u8?cdn=ystenlive
CCTV12,央视频道,offline,N/A,http://nas.suntao.online:35455/itv/1000000005000265012.m3u8?cdn=ystenlive
CCTV12,央视频道,online,0.79s,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7efc8c&tk=822270345d4c
CCTV12,央视频道,online,0.60s,http://218.13.14.6:60050/tsfile/live/1012_1.m3u8
CCTV12,央视频道,online,0.50s,http://183.223.157.123:85/tsfile/live/0012_1.m3u8?key=txiptv
CCTV12,央视频道,offline,N/A,https://piccpndali.v.myalicdn.com/audio/cctv12_2.m3u8
CCTV12,央视频道,online,1.12s,http://113.57.111.4:1111/tsfile/live/1011_1.m3u8
CCTV12,央视频道,online,0.54s,http://58.19.43.46:9901/tsfile/live/1031_1.m3u8
CCTV12,央视频道,online,0.22s,http://58.221.214.82:9901/tsfile/live/0012_1.m3u8
CCTV12,央视频道,online,0.34s,http://116.128.242.83:9901/tsfile/live/0013_1.m3u8
CCTV12,央视频道,online,0.24s,http://58.220.219.14:9901/tsfile/live/0012_1.m3u8
CCTV12,央视频道,online,0.25s,http://111.160.17.2:59901/tsfile/live/0001_13.m3u8
CCTV12,央视频道,online,0.49s,http://218.89.240.144:59901/tsfile/live/0012_1.m3u8
CCTV12,央视频道,online,0.46s,http://39.164.160.249:9901/tsfile/live/0012_1.m3u8
CCTV12,央视频道,online,0.44s,http://58.57.40.22:9901/tsfile/live/1012_1.m3u8
CCTV12,央视频道,online,0.31s,http://222.169.85.8:9901/tsfile/live/0012_1.m3u8
CCTV12,央视频道,online,0.30s,http://61.138.128.226:19901/tsfile/live/0013_1.m3u8
CCTV12,央视频道,offline,N/A,https://pixman.mytvsuper.com.mp/Smart.php?id=cctv12
CCTV12,央视频道,offline,N/A,http://800686.xyz:35455/gaoma/cctv12.m3u8
CCTV12,央视频道,offline,1.44s,http://123.123.74.59:9003//hls/11/index.m3u8
CCTV12,央视频道,offline,N/A,http://123.14.90.93:9003//hls/12/index.m3u8
CCTV12,央视频道,offline,N/A,http://139.209.169.41:9003//hls/14/index.m3u8
CCTV12,央视频道,online,0.85s,http://171.117.246.172:9003//hls/13/index.m3u8
CCTV12,央视频道,online,0.85s,http://61.134.255.246:9003//hls/13/index.m3u8
CCTV12,央视频道,online,0.85s,http://183.184.228.183:9003//hls/13/index.m3u8
CCTV12,央视频道,online,0.28s,http://23.106.158.19:35455/gaoma/cctv12.m3u8
CCTV12,央视频道,offline,N/A,http://113.100.173.17:8888/udp/239.77.1.109:5146
CCTV12,央视频道,offline,N/A,http://171.213.197.238:9977/udp/239.93.1.30:8124
CCTV12,央视频道,online,0.94s,http://xiaoya.crccxw.top:35455/gaoma/cctv12.m3u8
CCTV12,央视频道,online,0.49s,http://3501776.xyz:35455/gaoma/cctv12.m3u8
CCTV12,央视频道,online,0.72s,http://36.105.100.208:35455/gaoma/cctv12.m3u8
CCTV12,央视频道,online,0.22s,https://api.olelive.com/dis/live/CCTV12HD/hls.m3u8
CCTV12,央视频道,online,0.44s,http://39.170.52.236:808/hls/12/index.m3u8
CCTV12,央视频道,online,0.52s,http://113.57.93.165:9900/tsfile/live/0012_1.m3u8
CCTV12,央视频道,online,0.55s,http://113.57.93.165:9900/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,央视频道,offline,N/A,http://58.243.224.244:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV12,央视频道,online,0.48s,http://219.135.180.210:18888/hls/12/index.m3u8
CCTV12,央视频道,online,0.30s,http://123.129.70.178:9901/tsfile/live/0012_1.m3u8
CCTV12,央视频道,online,0.50s,http://120.197.43.179:9901/tsfile/live/0013_1.m3u8
CCTV12,央视频道,online,0.90s,http://218.29.168.146:352/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,央视频道,offline,2.83s,http://121.19.134.222:808/tsfile/live/0012_1.m3u8
CCTV12,央视频道,online,0.48s,http://110.81.206.138:49231/tsfile/live/23012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,央视频道,online,0.36s,http://61.136.67.238:50085/tsfile/live/0012_1.m3u8
CCTV12,央视频道,online,0.56s,http://110.80.17.38:9901/tsfile/live/0012_1.m3u8
CCTV12,央视频道,online,0.24s,http://218.89.240.144:59901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,央视频道,online,2.09s,http://182.91.124.224:9901/tsfile/live/1048_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV12,央视频道,offline,N/A,http://112.81.218.254:35455/gaoma/cctv12.m3u8
CCTV12,央视频道,online,0.34s,http://113.57.20.158:9901/tsfile/live/1031_1.m3u8
CCTV12,央视频道,online,0.63s,http://123.130.84.106:8154/tsfile/live/0012_1.m3u8
CCTV12,央视频道,online,0.71s,http://111.14.181.15:9901/tsfile/live/0012_1.m3u8
CCTV12,央视频道,online,0.63s,http://59.39.89.130:60901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,央视频道,online,1.06s,http://121.33.239.242:9901/tsfile/live/0012_1.m3u8
CCTV12,央视频道,online,1.14s,http://home.kuaidi521.com:35455/gaoma/cctv12.m3u8
CCTV12,央视频道,online,0.49s,http://221.226.4.10:9901/tsfile/live/0012_1.m3u8
CCTV12,央视频道,online,0.23s,http://58.221.214.82:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,央视频道,online,0.36s,http://61.136.172.236:9901/tsfile/live/0012_1.m3u8
CCTV12,央视频道,online,0.47s,http://113.140.12.230:8888/newlive/live/hls/13/live.m3u8
CCTV12,央视频道,offline,N/A,http://[2409:8087:7008:20::8]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226190/1.m3u8
CCTV12,央视频道,offline,N/A,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226190/index.m3u8
CCTV12,央视频道,offline,N/A,http://39.134.65.208/PLTV/88888888/224/3221225669/main.m3u8
CCTV12,央视频道,offline,N/A,http://39.134.66.66/PLTV/88888888/224/3221225669/main.m3u8
CCTV12,央视频道,offline,N/A,http://39.134.66.66/PLTV/88888888/224/3221226130/main.m3u8
CCTV12,央视频道,offline,N/A,http://125.42.150.114:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,央视频道,online,0.50s,http://119.163.57.235:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,央视频道,offline,N/A,http://39.164.174.139:5000/nl.m3u8?id=CCTV-12HD
CCTV12,央视频道,online,1.74s,http://183.162.119.200:9901/tsfile/live/1068_1.m3u8
CCTV12,央视频道,online,0.46s,http://219.145.59.166:8888/tsfile/live/1022_1.m3u8
CCTV12,央视频道,online,0.73s,http://60.209.125.254:352/tsfile/live/0012_1.m3u8?ace
CCTV12,央视频道,online,0.58s,http://121.33.239.242:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,央视频道,online,0.31s,http://123.130.84.106:8154/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,央视频道,online,0.52s,http://124.128.73.58:9901/tsfile/live/0012_1.m3u8?key=txiptv
CCTV12,央视频道,online,0.45s,http://111.14.181.15:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,央视频道,online,0.28s,http://110.80.17.38:9901/tsfile/live/0012_1.m3u8?key=txiptv
CCTV12,央视频道,online,0.78s,http://124.128.73.58:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,央视频道,online,0.45s,http://180.213.174.225:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,央视频道,online,0.45s,http://39.164.180.36:19901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV12,央视频道,online,0.77s,http://123.132.233.194:352/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,央视频道,online,0.47s,http://223.241.247.214:9901/tsfile/live/0012_1.m3u8
CCTV12,央视频道,online,0.49s,http://220.164.192.48:50085/tsfile/live/0013_1.m3u8
CCTV12,央视频道,online,0.49s,http://183.66.15.146:60901/tsfile/live/0012_1.m3u8
CCTV12,央视频道,online,0.50s,http://183.66.15.146:60901/tsfile/live/0012_1.m3u8?key=txiptv
CCTV12,央视频道,online,0.26s,http://124.128.73.58:9901/tsfile/live/0012_1.m3u8
CCTV12,央视频道,online,0.50s,http://118.122.189.74:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,央视频道,online,0.48s,http://110.53.218.182:9902/tsfile/live/0012_1.m3u8
